"ID","name","location","info","mob_name","wear","date"
"5545","crystal of seeing","Endless Desert",".. this object, a crystal of seeing, is a magical staff,
   and can be referred to as 'crystal desert seeing'.
It is of 10th level, weighs 1 pound, and is worth 26 gold.
You can hold it in your hands.
It glows with a soft light, hums faintly and sheds a magical aura.
It cannot be located by magical means.
It has 3 (out of 3) charges of a 10th-level spell of 'detect invis'.
When worn, it
   modifies hit roll by 2","wandering traveler","staves",NULL
"5546","old wooden flute","glade of beginning",".. this object, an old wooden flute, is an instrument,
   and can be referred to as 'wooden flute'.
It is of 10th level, weighs 2 pounds, and is worth 0 gold.
You can hold it in your hands.
Increases purity of song by 10.
Increases volume of the song by 5.","bard starting instrument","hold",NULL
"5547","multicolored belt","High Peaks of Vingaard Mountains",".. this object, a multicolored belt, is armor,
   and can be referred to as 'belt colored'.
It is of 19th level, weighs 4 pounds, and is worth 3 gold.
You can wear it about your waist.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 7 vs magic.
When worn, it
   modifies health by 20
   modifies damage roll by 1","mountain brigand","waist",NULL
"5548","studded iron flail","High Peaks of Vingaard Mountains",".. this object, a studded iron flail, is a flail,
   and can be referred to as 'flail studded'.
It is of 23rd level, weighs 5 pounds, and is worth 5 gold.
It deals 7d5 damage (averaging at 21).
Its attacks take the form of a smash.
When worn, it
   modifies damage roll by 4","mountain brigand","wield",NULL
"5549","grey poncho","High Peaks of Vingaard Mountains",".. this object, a grey poncho, is armor,
   and can be referred to as 'poncho grey cloth'.
It is of 26th level, weighs 4 pounds, and is worth 33 gold.
You can wear it around your body.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 6 vs magic.
When worn, it
   modifies damage roll by 2
   modifies mana by 30
   modifies dexterity by 2","mountain brigand","body",NULL
"5550","jagged iron longsword","High Peaks of Vingaard Mountains",".. this object, a jagged iron longsword, is a sword,
   and can be referred to as 'sword longsword jagged'.
It is of 22nd level, weighs 3 pounds, and is worth 54 gold.
It deals 8d4 damage (averaging at 20).
Its attacks take the form of a slash.
When worn, it
   modifies hit roll by 3
   modifies damage roll by 4","mountain brigand","wield",NULL
"5551","hell-spear","emerald",".. this object, a Hell-Spear, is a spear,
   and can be referred to as 'hell-spear spear'.
It is of 25th level, weighs 1 pound, and is worth 20 gold.
The curse upon it won't let you drop it.
It cannot be used by those of pure soul.
It deals 9d3 damage (averaging at 18).
Its attacks take the form of a pierce.
It roars with flames and is designed to be used with two hands.
When worn, it
   modifies damage roll by 4
   modifies hit roll by 1","huntsman","wield",NULL
"5552","flaming branch","Reves Vert",".. this object, a flaming branch, is a flail,
   and can be referred to as 'branch flaming'.
It is of 15th level, weighs 5 pounds, and is worth 0 gold and 60 silver.
It glows with a soft light and sheds a magical aura.
It is fireproof and resists corrosion.
It deals 3d8 damage (averaging at 13).
Its attacks take the form of flame.
It roars with flames.
When worn, it
   modifies health by -15
   modifies damage roll by 3


unlim","anti-ranger","wield",NULL
"5559","Shadow Dagger (lower)","arkham mausoleum",".. this object, the Shadow Dagger, is a dagger,
   and can be referred to as 'shadow dagger'.
It is of 38th level, weighs 1 pound, and is worth 81 gold.
It deals 1d1 damage (averaging at 1).
Its attacks take the form of a pierce.
When worn, it
   modifies health by -40
   modifies moves by -60
   modifies dexterity by -2
   modifies strength by -8

unlim","Kharzandra, the Dark-elf Vampire","wield",NULL
"5553","steel breastplate","hobgoblins village",".. this object, a steel breastplate, is armor,
   and can be referred to as 'steel breastplate'.
It is of 14th level, weighs 2 pounds, and is worth 50 gold.
You can wear it on your torso.
Armor class bonus: 10 vs pierce, 10 vs bash, 10 vs slash, and 4 vs magic.
When worn, it
   modifies health by 30
   modifies damage roll by 2","sold by blacksmith","torso",NULL
"5554","pair of steel sleeves","hobgoblins village",".. this object, a pair of steel sleeves, is armor,
   and can be referred to as 'steel sleeves'.
It is of 14th level, weighs 1 pound, and is worth 50 gold.
You can wear it on your arms.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
   modifies damage roll by 2
   modifies health by 10","sold by blacksmith","arms",NULL
"5555","pair of steel chain leggings","hobgoblins village",".. this object, a pair of steel chain leggings, is armor,
   and can be referred to as 'steel chain leggings'.
It is of 14th level, weighs 4 pounds, and is worth 40 gold and 5 silver.
You can wear it on your legs.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
   modifies health by 10
   modifies hit roll by 2
   modifies dexterity by 2
   modifies damage roll by 2","sold by blacksmith","legs",NULL
"5556","steel helmet","hobgoblins village",".. this object, a steel helmet, is armor,
   and can be referred to as 'steel helmet'.
It is of 14th level, weighs 1 pound, and is worth 40 gold.
You can wear it on your head.
Armor class bonus: 7 vs pierce, 11 vs bash, 9 vs slash, and 4 vs magic.
When worn, it
   modifies health by 10
   modifies damage roll by 2","sold by blacksmith","head",NULL
"5557","pair of steel boots","hobgoblins village",".. this object, a pair of steel boots, is armor,
   and can be referred to as 'steel boots'.
It is of 14th level, weighs 3 pounds, and is worth 31 gold and 16 silver.
You can wear it on your feet.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 6 vs magic.
When worn, it
   modifies health by 10
   modifies damage roll by 2","sold by blacksmith","feet",NULL
"5558","pair of steel gauntlets","hobgoblins village",".. this object, a pair of steel gauntlets, is armor,
   and can be referred to as 'steel gauntlets'.
It is of 14th level, weighs 3 pounds, and is worth 33 gold and 2 silver.
You can wear it on your hands.
Armor class bonus: 5 vs pierce, 7 vs bash, 6 vs slash, and 4 vs magic.
When worn, it
   modifies health by 10
   modifies damage roll by 2","sold by blacksmith","hands",NULL
"5561","wide darkened belt","Arkham Legion",".. this object, a wide darkened belt, is armor,
   and can be referred to as 'wide belt darkened'.
It is of 30th level, weighs 1 pound, and is worth 150 gold.
You can wear it about your waist.
It cannot be used by those of darkened soul.
Armor class bonus: 4 vs pierce, 4 vs bash, 3 vs slash, and 0 vs magic.
When worn, it
   modifies dexterity by -2
   modifies strength by 1
   modifies armor class by -5
   modifies damage roll by 3","Arkham Commander","waist",NULL
"5562","suit of darkened silver platemail","Arkham Legion",".. this object, a suit of darkened silver platemail, is armor,
   and can be referred to as 'suit darkened silver platemail'.
It is of 37th level, weighs 1 pound, and is worth 286 gold.
You can wear it on your torso.
It glows with a soft light and hums faintly.
It cannot be used by those of darkened soul.
It cannot be located by magical means.
Only knights can use it.
Armor class bonus: 14 vs pierce, 14 vs bash, 14 vs slash, and 14 vs magic.
When worn, it
   modifies damage roll by 3
   modifies hit roll by 4
   modifies armor class by -9
   modifies health by 45
   modifies constitution by 1
   modifies strength by 1","Arkham Commander","torso",NULL
"5563","double-edged bastard sword","Arkham Legion",".. this object, a double-edged bastard sword, is a sword,
   and can be referred to as 'double double-edged bastard sword'.
It is of 35th level, weighs 19 pounds, and is worth 90 gold.
It glows with a soft light.
It cannot be used by those of darkened soul.
It deals 7d6 damage (averaging at 24).
Its attacks take the form of a slice.
When worn, it
   modifies damage roll by 6
   modifies hit roll by 4","Arkham Commander","wield",NULL
"5564","chickens foot attached to a short chain","dark cavern",".. this object, a chickens foot attached to a short chain, is armor,
   and can be referred to as 'chicken foot belt'.
It is of 10th level, weighs 0 pounds, and is worth 18 gold.
You can wear it about your waist.
It glows with a soft light and sheds a magical aura.
It is fireproof and resists corrosion.
Armor class bonus: 4 vs pierce, 4 vs bash, 4 vs slash, and 4 vs magic.
When worn, it
   modifies hit roll by 4
   modifies dexterity by 1","female gully dwarf","waist",NULL
"5565","large rock tied to the end of a string","Dark Caverns",".. this object, a large rock tied to the end of a string, is a flail,
   and can be referred to as 'rock flail string'.
It is of 10th level, weighs 1 pound, and is worth 73 gold.
It is fireproof and resists corrosion.
It deals 4d8 damage (averaging at 18).
Its attacks take the form of a pound.
When worn, it
   modifies hit roll by 1
   modifies intelligence by -2
   modifies damage roll by 4","female gully dwarf","wield",NULL
"5566","glass of glow worms","bears",".. this object, a glass of glow worms, is a light,
   and can be referred to as 'glass glow worms'.
It is of 10th level, weighs 3 pounds, and is worth 50 gold.
You can hold it in your hands.
It glows with a soft light.
When worn, it
   modifies moves by 100","sold by elder druid","hold",NULL
"5567","rotwielers collar","Estwilde Forest",".. this object, a rotwielers collar, is armor,
   and can be referred to as 'collar rotwieler'.
It is of 20th level, weighs 3 pounds, and is worth 190 gold.
You can wear it around your neck.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 5 vs magic.
When worn, it
   modifies damage roll by 3","rotwieler","neck",NULL
"5568","Silver Hide of Protection","Dragon Tower",".. this object, the Silver Hide of Protection, is armor,
   and can be referred to as 'hide protection silver'.
It is of 38th level, weighs 40 pounds, and is worth 190 gold.
You can wear it on your torso.
It can only be used by those of unbiased soul.
Armor class bonus: 14 vs pierce, 15 vs bash, 13 vs slash, and 19 vs magic.
When worn, it
   modifies wisdom by -3
   modifies health by 5
   modifies reflex save by 4
   modifies will save by 1
   modifies armor class by -35","Guardian of tiamat","torso",NULL
"5569","bloody eyestalk of a beholder","drannor, beholder tower",".. this object, the bloody eyestalk of a beholder, is an exotic weapon,
   and can be referred to as 'eyestalk'.
It is of 32nd level, weighs 6 pounds, and is worth 140 gold.
It sheds a magical aura.
The curse upon it won't let you drop it.
It deals 11d4 damage (averaging at 27).
Its attacks take the form of magic.
When worn, it
   modifies hit roll by 7
   modifies damage roll by 3
   modifies physical resistance by 8","ancient beholder","wield","2026-03-22 09:34:54"
"5570","pair of black armguards","drannor, beholder tower",".. this object, a pair of black armguards, is armor,
   and can be referred to as 'black arm armguards'.
It is of 35th level, weighs 4 pounds, and is worth 70 gold.
You can wear it on your arms.
Armor class bonus: 4 vs pierce, 6 vs bash, 5 vs slash, and 10 vs magic.
When worn, it
   modifies strength by 1
   modifies dexterity by 1
   modifies damage roll by 5
   modifies hit roll by 5
   modifies health by 25
   modifies resistance to acid by 5","dark-elven bodyguard","arms","2026-03-22 09:35:30"
